,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
Team,Pistons,Detroit,USA,Little Caesars Arena,20332,https://gmgames.org/dm16logos/Team8.png,Central,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Warriors,Golden State,USA,Chase Center,18064,https://gmgames.org/dm16logos/Team9.png,Pacific,Oakland,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Rockets,Houston,USA,Toyota Center,18055,https://gmgames.org/dm16logos/Team10.png,Southwest,Houston,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pacers,Indiana,USA,Bankers Life Fieldhouse,17923,https://gmgames.org/dm16logos/Team11.png,Central,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Clippers,Los Angeles,USA,Intuit Dome,19068,https://gmgames.org/dm16logos/Team12.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Lakers,Los Angeles,USA,Cyprto.com Arena,18997,https://gmgames.org/dm16logos/Team13.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Grizzlies,Memphis,USA,FedExForum,17794,https://gmgames.org/dm16logos/Team14.png,Southwest,Memphis,Tennessee,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Heat,Miami,USA,American Airlines Arena,19600,https://gmgames.org/dm16logos/Team15.png,Southeast,Miami,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Bucks,Milwaukee,USA,Fiserv Forum,17500,https://gmgames.org/dm16logos/Team16.png,Central,Milwaukee,Wisconsin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Timberwolves,Minnesota,USA,Target Center,18978,https://gmgames.org/dm16logos/Team17.png,Northwest,Minneapolis,Minnesota,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pelicans,New Orleans,USA,Smoothie King Center,16867,https://gmgames.org/dm16logos/Team18.png,Southwest,New Orleans,Louisiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Knicks,New York,USA,Madison Square Garden,19812,https://gmgames.org/dm16logos/Team19.png,Atlantic,New York,New York,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Thunder,Oklahoma City,USA,Chesapeake Energy Arena,18203,https://gmgames.org/dm16logos/Team20.png,Northwest,Oklahoma City,Oklahoma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Magic,Orlando,USA,Amway Center,18846,https://gmgames.org/dm16logos/Team21.png,Southeast,Orlando,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,76ers,Philadelphia,USA,Wells Fargo Center,20478,https://gmgames.org/dm16logos/Team22.png,Atlantic,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Suns,Phoenix,USA,Talking Stick Resort Arena,18055,https://gmgames.org/dm16logos/Team23.png,Pacific,Phoenix,Arizona,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Trail Blazers,Portland,USA,Moda Center,19441,https://gmgames.org/dm16logos/Team24.png,Northwest,Portland,Oregon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Kings,Sacramento,USA,Golden 1 Center,17583,https://gmgames.org/dm16logos/Team25.png,Pacific,Sacramento,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Spurs,San Antonio,USA,AT&T Center,18418,https://gmgames.org/dm16logos/Team26.png,Southwest,San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Raptors,Toronto,Canada,Scotiabank Arena,19800,https://gmgames.org/dm16logos/Team27.png,Atlantic,Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Jazz,Utah,USA,Vivint Smart Home Arena,18306,https://gmgames.org/dm16logos/Team28.png,Northwest,Salt Lake City,Utah,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Wizards,Washington,USA,Capital One Arena,20356,https://gmgames.org/dm16logos/Team29.png,Southeast,Washincton,D.C,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewFranchiseLogo,,,,,,https://gmgames.org/dm16logos/Team30.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,FirstName,Last Name,Position,Age,Height,Weight,Team ID,Defence,TurnOvers,FTA,FTPerc,2PTA,2PTPerc,3PTA,ThreePerc,OffReb,Fame,DefReb,FastBreak,Assists,Personality,Potential,Steals,Blocks,Stamina,Trait,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nickeil,Alexander-Walker,SG,27,196,205,0,69,5.89,6.77,5.69,9.87,5.44,8.99,5.34,5.71,50.1,8.1,58.14,7.66,58.14,71.42,6.06,5.36,66.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dyson,Daniels,SG,23,203,198,0,83,6.94,6.46,5.63,11.32,5.5,8.4,5.3,6.46,63.5,8.89,73.04,8.89,71.1,82.76,7.43,5.68,75.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Buddy,Hield,SG,30,193,220,0,69,6.77,6.77,5.81,8.54,5.48,11.2,5.36,5.44,62.4,7.66,58.14,8.1,66.99,71.42,5.8,5.17,66.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Johnson,PF,24,206,220,0,69,6.77,8.1,5.66,14.29,5.51,7.66,5.3,6.77,62.4,11.64,62.56,8.99,62.56,77.58,6.16,5.8,70.6,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Kuminga,SF,22,201,225,0,69,6.63,7.44,5.64,12.33,5.49,7.44,5.31,6.47,56.3,9.89,57.92,7.44,60.4,70.23,5.81,5.49,65.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,CJ,McCollum,PG,32,191,190,0,50,7.16,8.24,5.76,10.76,5.44,9.68,5.35,5.36,59.0,7.52,55.4,8.6,56.8,61.2,5.72,5.22,61.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Onyeka,Okongwu,C,24,203,235,0,83,5.97,7.43,5.73,11.8,5.56,5.49,5.19,7.92,66.2,11.32,58.46,6.46,65.26,82.76,5.78,6.17,77.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zaccharie,Risacher,SF,20,203,200,0,50,6.32,6.32,5.64,8.97,5.46,7.98,5.31,5.99,44.7,7.65,44.7,6.32,51.4,56.7,5.6,5.33,54.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gabe,Vincent,PG,28,191,200,0,50,6.44,6.44,5.78,7.88,5.4,8.24,5.33,5.36,48.2,6.44,51.8,7.16,54.0,56.8,5.58,5.14,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Corey,Kispert,SF,26,198,223,0,50,5.72,6.44,5.78,7.88,5.48,9.32,5.35,5.36,48.2,6.8,48.2,6.44,51.8,56.8,5.5,5.14,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jock,Landale,C,29,211,255,0,69,5.89,6.77,5.69,9.87,5.48,6.33,5.28,6.33,54.2,8.99,53.71,6.33,58.14,66.99,5.44,5.71,66.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mouhamed,Gueye,PF,22,208,210,0,50,6.32,6.32,5.64,8.31,5.46,6.66,5.28,5.99,41.4,7.65,44.7,6.32,50.0,54.7,5.46,5.4,54.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jayson,Tatum,SF,26,203,210,1,69,6.77,10.31,5.78,14.29,5.51,12.08,5.35,5.89,78.8,11.64,71.42,9.43,75.85,89.13,6.06,5.62,74.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaylen,Brown,SG,27,198,223,1,69,6.77,9.87,5.74,13.41,5.48,9.87,5.33,6.06,77.2,10.31,66.99,8.54,74.12,84.7,5.97,5.44,74.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Derrick,White,PG,29,193,190,1,83,5.97,8.4,5.83,11.32,5.49,9.86,5.37,5.49,72.5,8.89,73.04,9.86,87.62,87.62,6.46,5.78,81.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Vucevic,C,32,208,260,1,69,6.77,7.66,5.74,12.97,5.48,7.66,5.31,7.21,70.6,13.86,53.71,7.66,71.42,77.58,5.71,5.62,70.6,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Payton,Pritchard,PG,26,185,195,1,69,5.89,6.77,5.81,8.99,5.42,10.31,5.35,5.44,62.4,7.66,66.99,8.54,75.85,74.12,5.89,5.17,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Hauser,SF,27,201,217,1,50,5.72,6.44,5.78,7.52,5.44,9.68,5.39,5.36,54.0,7.52,48.2,6.44,55.4,59.0,5.43,5.22,61.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Neemias,Queta,C,25,213,245,1,69,5.89,7.21,5.6,10.76,5.53,5.44,5.18,7.21,58.3,10.31,53.71,5.89,65.26,71.42,5.62,6.06,69.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Walsh,SF,21,198,205,1,69,6.63,6.63,5.64,9.07,5.44,7.85,5.3,5.81,50.3,8.26,57.92,6.63,62.02,70.23,5.81,5.49,63.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Garza,C,26,208,243,1,50,5.72,6.44,5.69,10.04,5.51,6.44,5.32,6.44,55.4,9.68,41.0,6.08,51.8,59.0,5.36,5.36,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ron,Harper Jr.,SF,24,198,245,1,50,6.44,6.8,5.69,8.6,5.46,7.16,5.31,6.08,48.2,8.24,48.2,6.44,54.0,59.0,5.5,5.29,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Baylor,Scheierman,SF,23,198,205,1,50,5.72,6.44,5.74,8.24,5.46,8.96,5.35,5.58,48.2,7.52,48.2,6.8,55.4,59.0,5.5,5.22,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hugo,Gonzalez,SG,19,198,190,1,50,6.32,5.99,5.64,7.65,5.44,6.99,5.3,5.33,41.4,6.99,48.1,6.32,52.7,61.3,5.53,5.2,54.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Porter Jr.,SF,27,208,218,2,69,6.77,8.54,5.75,13.41,5.5,10.76,5.37,6.06,70.6,10.76,62.56,6.77,66.99,80.28,5.71,5.44,70.6,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nic,Claxton,C,25,211,215,2,83,5.97,7.92,5.58,11.8,5.63,5.19,5.1,7.92,68.0,12.29,63.32,6.94,68.18,87.62,5.87,6.75,81.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ochai,Agbaji,SG,25,196,215,2,69,5.89,6.77,5.69,9.87,5.46,8.99,5.33,5.71,58.3,8.1,62.56,7.21,65.26,74.12,5.8,5.36,69.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terance,Mann,SG,28,196,215,2,69,5.89,7.21,5.72,10.31,5.48,8.1,5.33,6.06,62.4,8.99,66.99,7.66,66.99,75.85,5.89,5.44,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ziaire,Williams,SF,23,203,188,2,69,6.77,7.21,5.64,10.31,5.44,8.54,5.31,5.89,58.3,8.54,62.56,6.77,66.99,75.85,5.71,5.44,69.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Day'Ron,Sharpe,C,23,206,265,2,69,5.89,7.21,5.6,10.76,5.51,5.44,5.18,8.1,60.8,11.2,53.71,6.33,62.56,75.85,5.62,5.89,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Noah,Clowney,PF,20,208,210,2,69,6.63,6.63,5.64,9.48,5.46,7.85,5.3,6.22,54.0,9.07,53.92,6.22,62.02,74.23,5.65,5.65,63.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Minott,SF,22,203,215,2,69,6.63,6.63,5.64,9.07,5.44,7.44,5.29,6.22,50.3,8.66,57.92,6.22,60.4,70.23,5.73,5.49,63.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Wilson,SF,24,198,225,2,50,5.72,6.44,5.69,8.6,5.44,7.52,5.31,5.86,48.2,8.24,48.2,6.44,55.4,61.2,5.58,5.29,61.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Egor,Demin,PG,18,203,190,2,50,6.32,5.99,5.64,7.98,5.44,7.32,5.31,5.33,41.4,6.99,48.1,7.32,52.7,64.6,5.53,5.2,54.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Danny,Wolf,C,21,213,255,2,69,7.85,7.76,5.55,9.89,5.53,7.44,5.33,6.71,14.1,11.44,66.88,7.94,70.99,72.61,5.73,6.31,66.9,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nolan,Traore,PG,18,191,175,2,50,6.32,5.99,5.64,7.65,5.43,7.32,5.3,5.33,41.4,6.66,51.4,7.65,54.7,64.6,5.6,5.13,54.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Drake,Powell,SF,19,198,195,2,50,6.32,5.99,5.64,7.98,5.44,7.32,5.31,5.53,41.4,7.32,48.1,6.32,51.4,63.3,5.53,5.26,54.7,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,LaMelo,Ball,PG,23,201,180,3,69,7.66,9.43,5.74,12.53,5.41,12.08,5.33,5.89,74.7,10.31,71.42,12.08,80.28,86.43,6.33,5.36,74.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Miller,SF,22,206,200,3,69,6.63,8.26,5.75,12.33,5.44,10.29,5.34,5.98,65.4,9.48,62.02,7.44,68.5,78.33,5.81,5.49,66.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Miles,Bridges,PF,27,201,225,3,69,6.77,8.99,5.74,13.86,5.48,8.54,5.31,6.33,72.2,11.2,66.99,8.1,71.42,80.28,5.89,5.62,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Mann,PG,24,190,180,3,69,6.77,7.66,5.72,10.76,5.42,9.87,5.33,5.44,66.5,7.66,66.99,8.99,71.42,80.28,5.89,5.27,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Green,SG,24,196,200,3,69,5.89,6.77,5.69,9.87,5.46,8.1,5.31,5.89,62.4,8.99,66.99,7.21,66.99,75.85,6.06,5.44,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Grant,Williams,PF,26,198,236,3,69,5.89,7.21,5.78,9.43,5.46,8.99,5.35,5.89,64.0,9.43,58.14,6.77,71.42,75.85,5.8,5.44,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Coby,White,PG,25,196,195,3,69,6.77,7.66,5.78,11.64,5.43,10.31,5.33,5.44,69.0,8.1,71.42,8.99,74.12,80.28,5.89,5.27,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Xavier,Tillman,C,26,203,245,3,69,5.89,7.21,5.6,10.76,5.51,5.89,5.28,7.21,62.4,10.76,53.71,7.21,66.99,75.85,5.89,5.89,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Moussa,Diabate,PF,23,208,210,3,69,6.77,6.77,5.64,10.31,5.51,6.33,5.23,6.77,58.3,10.31,58.14,6.33,68.72,80.28,5.8,5.71,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pat,Connaughton,SG,31,196,209,3,69,5.89,6.77,5.75,8.54,5.44,9.87,5.33,5.71,62.4,8.1,62.56,6.77,66.99,71.42,5.62,5.27,69.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ryan,Kalkbrenner,C,24,213,235,3,83,6.17,9.96,5.7,14.23,5.69,6.65,5.39,7.33,9.5,11.03,76.93,6.46,86.65,82.76,5.78,7.62,77.9,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kon,Knueppel,SG,20,202,217,3,69,6.06,7.12,5.8,8.18,5.5,10.05,5.34,5.65,20.1,8.1,70.99,7.2,69.37,78.33,5.65,5.16,69.1,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Antonio,Reeves,SG,24,196,187,3,50,6.44,6.44,5.74,8.96,5.44,8.6,5.35,5.36,51.8,7.16,51.8,6.44,56.8,66.2,5.5,5.14,61.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tidjane,Salaun,PF,19,206,210,3,50,6.32,6.32,5.64,8.64,5.44,7.32,5.3,5.99,44.7,8.64,44.7,6.32,54.7,64.6,5.53,5.46,56.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Anfernee,Simons,SG,26,191,181,4,69,6.77,8.54,5.81,11.64,5.42,11.64,5.35,5.44,72.2,8.1,71.42,8.99,74.12,82.98,5.89,5.17,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Collin,Sexton,PG,26,188,190,4,69,6.77,9.87,5.77,12.97,5.44,8.1,5.31,5.44,70.6,7.66,75.85,8.54,71.42,80.28,5.89,5.17,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Giddey,PG,22,203,205,4,69,7.44,7.44,5.69,11.92,5.44,7.04,5.28,6.63,65.4,11.11,62.02,10.29,74.23,78.33,5.98,5.41,66.9,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Isaac,Okoro,SF,24,196,225,4,69,5.89,7.21,5.69,9.87,5.46,8.1,5.32,6.06,62.4,8.99,62.56,6.77,66.99,77.58,6.06,5.53,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Patrick,Williams,PF,23,201,215,4,69,5.89,7.21,5.74,10.76,5.44,8.1,5.32,6.33,62.4,9.87,62.56,6.77,68.72,80.28,5.89,5.71,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Smith,C,25,208,215,4,69,5.89,7.66,5.69,11.2,5.51,6.77,5.32,7.21,64.0,11.2,58.14,6.33,66.99,77.58,5.71,6.06,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zach,Collins,C,27,211,250,4,69,6.77,8.1,5.74,11.64,5.48,7.21,5.29,6.77,64.0,10.76,53.71,7.21,68.72,75.85,5.71,5.89,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Rob,Dillingham,PG,20,188,175,4,50,6.32,6.66,5.74,8.97,5.42,8.64,5.34,5.33,56.7,6.66,54.7,7.98,58.0,64.6,5.66,5.13,58.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Jones,PG,25,185,185,4,69,5.89,7.21,5.78,10.76,5.46,6.77,5.28,5.44,64.0,7.66,66.99,9.87,80.28,75.85,6.06,5.17,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Leonard,Miller,PF,21,208,215,4,69,6.63,7.04,5.64,10.29,5.46,6.63,5.28,6.63,56.3,10.29,53.92,6.63,66.13,76.71,5.65,5.65,65.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Matas,Buzelis,SF,20,208,210,4,69,6.63,7.04,5.69,9.89,5.44,8.66,5.31,6.22,57.8,9.07,57.92,7.04,68.5,79.95,5.65,5.57,65.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Guerschon,Yabusele,PF,29,203,260,4,69,5.89,7.66,5.69,11.2,5.48,6.77,5.31,6.77,62.4,10.76,58.14,6.77,66.99,71.42,5.71,5.62,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Donovan,Mitchell,SG,27,191,215,5,69,6.77,9.87,5.78,13.41,5.44,11.2,5.33,5.71,77.2,9.43,75.85,9.87,80.28,86.43,6.33,5.27,74.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,James,Harden,PG,32,196,220,5,69,8.54,12.08,5.8,12.97,5.41,11.64,5.32,5.89,78.8,10.31,71.42,12.97,84.7,84.7,6.33,5.44,72.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Evan,Mobley,PF,23,211,215,5,83,6.94,8.89,5.73,14.23,5.53,6.46,5.29,7.43,81.5,13.75,68.18,7.92,82.76,94.42,6.17,6.75,81.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jarrett,Allen,C,26,211,243,5,83,5.97,8.4,5.68,13.26,5.63,5.19,5.1,8.4,77.0,14.23,63.32,6.94,77.9,90.54,5.97,6.65,81.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Max,Strus,SF,28,196,215,5,69,5.89,7.21,5.78,9.87,5.42,11.2,5.34,5.71,66.5,8.99,66.99,7.21,71.42,77.58,5.8,5.36,72.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dennis,Schroder,PG,30,185,172,5,69,6.77,8.1,5.77,11.64,5.43,8.1,5.31,5.44,66.5,7.66,75.85,9.87,75.85,75.85,5.89,5.17,72.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Merrill,SG,28,193,205,5,50,5.72,6.08,5.81,7.52,5.41,9.68,5.37,5.36,56.8,6.8,51.8,6.44,59.0,61.2,5.5,5.14,62.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Larry,Nance Jr.,PF,32,203,245,5,69,5.89,6.77,5.78,9.43,5.51,7.66,5.32,6.33,66.5,10.31,58.14,7.21,75.85,74.12,5.89,5.62,70.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
