,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
Team,Pistons,Detroit,USA,Little Caesars Arena,20332,https://gmgames.org/dm16logos/Team8.png,Central,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Warriors,Golden State,USA,Chase Center,18064,https://gmgames.org/dm16logos/Team9.png,Pacific,Oakland,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Rockets,Houston,USA,Toyota Center,18055,https://gmgames.org/dm16logos/Team10.png,Southwest,Houston,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pacers,Indiana,USA,Bankers Life Fieldhouse,17923,https://gmgames.org/dm16logos/Team11.png,Central,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Clippers,Los Angeles,USA,Intuit Dome,19068,https://gmgames.org/dm16logos/Team12.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Lakers,Los Angeles,USA,Cyprto.com Arena,18997,https://gmgames.org/dm16logos/Team13.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Grizzlies,Memphis,USA,FedExForum,17794,https://gmgames.org/dm16logos/Team14.png,Southwest,Memphis,Tennessee,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Heat,Miami,USA,American Airlines Arena,19600,https://gmgames.org/dm16logos/Team15.png,Southeast,Miami,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Bucks,Milwaukee,USA,Fiserv Forum,17500,https://gmgames.org/dm16logos/Team16.png,Central,Milwaukee,Wisconsin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Timberwolves,Minnesota,USA,Target Center,18978,https://gmgames.org/dm16logos/Team17.png,Northwest,Minneapolis,Minnesota,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pelicans,New Orleans,USA,Smoothie King Center,16867,https://gmgames.org/dm16logos/Team18.png,Southwest,New Orleans,Louisiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Knicks,New York,USA,Madison Square Garden,19812,https://gmgames.org/dm16logos/Team19.png,Atlantic,New York,New York,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Thunder,Oklahoma City,USA,Chesapeake Energy Arena,18203,https://gmgames.org/dm16logos/Team20.png,Northwest,Oklahoma City,Oklahoma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Magic,Orlando,USA,Amway Center,18846,https://gmgames.org/dm16logos/Team21.png,Southeast,Orlando,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,76ers,Philadelphia,USA,Wells Fargo Center,20478,https://gmgames.org/dm16logos/Team22.png,Atlantic,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Suns,Phoenix,USA,Talking Stick Resort Arena,18055,https://gmgames.org/dm16logos/Team23.png,Pacific,Phoenix,Arizona,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Trail Blazers,Portland,USA,Moda Center,19441,https://gmgames.org/dm16logos/Team24.png,Northwest,Portland,Oregon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Kings,Sacramento,USA,Golden 1 Center,17583,https://gmgames.org/dm16logos/Team25.png,Pacific,Sacramento,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Spurs,San Antonio,USA,AT&T Center,18418,https://gmgames.org/dm16logos/Team26.png,Southwest,San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Raptors,Toronto,Canada,Scotiabank Arena,19800,https://gmgames.org/dm16logos/Team27.png,Atlantic,Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Jazz,Utah,USA,Vivint Smart Home Arena,18306,https://gmgames.org/dm16logos/Team28.png,Northwest,Salt Lake City,Utah,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Wizards,Washington,USA,Capital One Arena,20356,https://gmgames.org/dm16logos/Team29.png,Southeast,Washincton,D.C,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewFranchiseLogo,,,,,,https://gmgames.org/dm16logos/Team30.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,FirstName,Last Name,Position,Age,Height,Weight,Team ID,Defence,TurnOvers,FTA,FTPerc,2PTA,2PTPerc,3PTA,ThreePerc,OffReb,Fame,DefReb,FastBreak,Assists,Personality,Potential,Steals,Blocks,Stamina,Trait,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nickeil,Alexander-Walker,SG,27,196,205,0,69,0.89,1.77,0.69,4.87,0.44,3.99,0.34,0.71,45.1,3.1,53.14,2.66,53.14,66.42,1.06,0.36,61.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dyson,Daniels,SG,23,203,198,0,83,1.94,1.46,0.63,6.32,0.5,3.4,0.3,1.46,58.5,3.89,68.04,3.89,66.1,77.76,2.43,0.68,70.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Buddy,Hield,SG,32,193,220,0,69,1.77,1.77,0.81,3.54,0.48,6.2,0.36,0.44,57.4,2.66,53.14,3.1,61.99,66.42,0.8,0.17,61.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Johnson,PF,24,206,220,0,69,1.77,3.1,0.66,9.29,0.51,2.66,0.3,1.77,57.4,6.64,57.56,3.99,57.56,72.58,1.16,0.8,65.6,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Kuminga,SF,22,201,225,0,69,1.63,2.44,0.64,7.33,0.49,2.44,0.31,1.47,51.3,4.89,52.92,2.44,55.4,65.23,0.81,0.49,60.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,CJ,McCollum,PG,34,191,190,0,50,2.16,3.24,0.76,5.76,0.44,4.68,0.35,0.36,54.0,2.52,50.4,3.6,51.8,56.2,0.72,0.22,56.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Onyeka,Okongwu,C,24,203,235,0,83,0.97,2.43,0.73,6.8,0.56,0.49,0.19,2.92,61.2,6.32,53.46,1.46,60.26,77.76,0.78,1.17,72.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zaccharie,Risacher,SF,20,203,200,0,50,1.32,1.32,0.64,3.97,0.46,2.98,0.31,0.99,39.7,2.65,39.7,1.32,46.4,51.7,0.6,0.33,49.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gabe,Vincent,PG,28,191,200,0,50,1.44,1.44,0.78,2.88,0.4,3.24,0.33,0.36,43.2,1.44,46.8,2.16,49.0,51.8,0.58,0.14,54.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Corey,Kispert,SF,26,198,223,0,50,0.72,1.44,0.78,2.88,0.48,4.32,0.35,0.36,43.2,1.8,43.2,1.44,46.8,51.8,0.5,0.14,54.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jock,Landale,C,29,211,255,0,69,0.89,1.77,0.69,4.87,0.48,1.33,0.28,1.33,49.2,3.99,48.71,1.33,53.14,61.99,0.44,0.71,61.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mouhamed,Gueye,PF,22,208,210,0,50,1.32,1.32,0.64,3.31,0.46,1.66,0.28,0.99,36.4,2.65,39.7,1.32,45.0,49.7,0.46,0.4,49.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jayson,Tatum,SF,27,203,210,1,69,1.77,5.31,0.78,9.29,0.51,7.08,0.35,0.89,73.8,6.64,66.42,4.43,70.85,84.13,1.06,0.62,69.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaylen,Brown,SG,28,198,223,1,69,1.77,4.87,0.74,8.41,0.48,4.87,0.33,1.06,72.2,5.31,61.99,3.54,69.12,79.7,0.97,0.44,69.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Derrick,White,PG,30,193,190,1,83,0.97,3.4,0.83,6.32,0.49,4.86,0.37,0.49,67.5,3.89,68.04,4.86,82.62,82.62,1.46,0.78,76.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Vucevic,C,34,208,260,1,69,1.77,2.66,0.74,7.97,0.48,2.66,0.31,2.21,65.6,8.86,48.71,2.66,66.42,72.58,0.71,0.62,65.6,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Payton,Pritchard,PG,26,185,195,1,69,0.89,1.77,0.81,3.99,0.42,5.31,0.35,0.44,57.4,2.66,61.99,3.54,70.85,69.12,0.89,0.17,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Hauser,SF,27,201,217,1,50,0.72,1.44,0.78,2.52,0.44,4.68,0.39,0.36,49.0,2.52,43.2,1.44,50.4,54.0,0.43,0.22,56.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Neemias,Queta,C,25,213,245,1,69,0.89,2.21,0.6,5.76,0.53,0.44,0.18,2.21,53.3,5.31,48.71,0.89,60.26,66.42,0.62,1.06,64.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Walsh,SF,21,198,205,1,69,1.63,1.63,0.64,4.07,0.44,2.85,0.3,0.81,45.3,3.26,52.92,1.63,57.02,65.23,0.81,0.49,58.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Garza,C,26,208,243,1,50,0.72,1.44,0.69,5.04,0.51,1.44,0.32,1.44,50.4,4.68,36.0,1.08,46.8,54.0,0.36,0.36,54.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ron,Harper Jr.,SF,24,198,245,1,50,1.44,1.8,0.69,3.6,0.46,2.16,0.31,1.08,43.2,3.24,43.2,1.44,49.0,54.0,0.5,0.29,54.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Baylor,Scheierman,SF,23,198,205,1,50,0.72,1.44,0.74,3.24,0.46,3.96,0.35,0.58,43.2,2.52,43.2,1.8,50.4,54.0,0.5,0.22,54.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hugo,Gonzalez,SG,19,198,190,1,50,1.32,0.99,0.64,2.65,0.44,1.99,0.3,0.33,36.4,1.99,43.1,1.32,47.7,56.3,0.53,0.2,49.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Porter Jr.,SF,27,208,218,2,69,1.77,3.54,0.75,8.41,0.5,5.76,0.37,1.06,65.6,5.76,57.56,1.77,61.99,75.28,0.71,0.44,65.6,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nic,Claxton,C,25,211,215,2,83,0.97,2.92,0.58,6.8,0.63,0.19,0.1,2.92,63.0,7.29,58.32,1.94,63.18,82.62,0.87,1.75,76.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ochai,Agbaji,SG,25,196,215,2,69,0.89,1.77,0.69,4.87,0.46,3.99,0.33,0.71,53.3,3.1,57.56,2.21,60.26,69.12,0.8,0.36,64.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terance,Mann,SG,28,196,215,2,69,0.89,2.21,0.72,5.31,0.48,3.1,0.33,1.06,57.4,3.99,61.99,2.66,61.99,70.85,0.89,0.44,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ziaire,Williams,SF,23,203,188,2,69,1.77,2.21,0.64,5.31,0.44,3.54,0.31,0.89,53.3,3.54,57.56,1.77,61.99,70.85,0.71,0.44,64.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Day'Ron,Sharpe,C,23,206,265,2,69,0.89,2.21,0.6,5.76,0.51,0.44,0.18,3.1,55.8,6.2,48.71,1.33,57.56,70.85,0.62,0.89,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Noah,Clowney,PF,20,208,210,2,69,1.63,1.63,0.64,4.48,0.46,2.85,0.3,1.22,49.0,4.07,48.92,1.22,57.02,69.23,0.65,0.65,58.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Minott,SF,22,203,215,2,69,1.63,1.63,0.64,4.07,0.44,2.44,0.29,1.22,45.3,3.66,52.92,1.22,55.4,65.23,0.73,0.49,58.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Wilson,SF,24,198,225,2,50,0.72,1.44,0.69,3.6,0.44,2.52,0.31,0.86,43.2,3.24,43.2,1.44,50.4,56.2,0.58,0.29,56.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Egor,Demin,PG,18,203,190,2,50,1.32,0.99,0.64,2.98,0.44,2.32,0.31,0.33,36.4,1.99,43.1,2.32,47.7,59.6,0.53,0.2,49.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Danny,Wolf,C,21,213,255,2,69,2.85,2.76,0.55,4.89,0.53,2.44,0.33,1.71,9.1,6.44,61.88,2.94,65.99,67.61,0.73,1.31,61.9,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nolan,Traore,PG,18,191,175,2,50,1.32,0.99,0.64,2.65,0.43,2.32,0.3,0.33,36.4,1.66,46.4,2.65,49.7,59.6,0.6,0.13,49.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Drake,Powell,SF,19,198,195,2,50,1.32,0.99,0.64,2.98,0.44,2.32,0.31,0.53,36.4,2.32,43.1,1.32,46.4,58.3,0.53,0.26,49.7,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,LaMelo,Ball,PG,23,201,180,3,69,2.66,4.43,0.74,7.53,0.41,7.08,0.33,0.89,69.7,5.31,66.42,7.08,75.28,81.43,1.33,0.36,69.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Miller,SF,22,206,200,3,69,1.63,3.26,0.75,7.33,0.44,5.29,0.34,0.98,60.4,4.48,57.02,2.44,63.5,73.33,0.81,0.49,61.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Miles,Bridges,PF,27,201,225,3,69,1.77,3.99,0.74,8.86,0.48,3.54,0.31,1.33,67.2,6.2,61.99,3.1,66.42,75.28,0.89,0.62,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Mann,PG,24,190,180,3,69,1.77,2.66,0.72,5.76,0.42,4.87,0.33,0.44,61.5,2.66,61.99,3.99,66.42,75.28,0.89,0.27,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Green,SG,24,196,200,3,69,0.89,1.77,0.69,4.87,0.46,3.1,0.31,0.89,57.4,3.99,61.99,2.21,61.99,70.85,1.06,0.44,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Grant,Williams,PF,26,198,236,3,69,0.89,2.21,0.78,4.43,0.46,3.99,0.35,0.89,59.0,4.43,53.14,1.77,66.42,70.85,0.8,0.44,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Coby,White,PG,25,196,195,3,69,1.77,2.66,0.78,6.64,0.43,5.31,0.33,0.44,64.0,3.1,66.42,3.99,69.12,75.28,0.89,0.27,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Xavier,Tillman,C,26,203,245,3,69,0.89,2.21,0.6,5.76,0.51,0.89,0.28,2.21,57.4,5.76,48.71,2.21,61.99,70.85,0.89,0.89,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Moussa,Diabate,PF,23,208,210,3,69,1.77,1.77,0.64,5.31,0.51,1.33,0.23,1.77,53.3,5.31,53.14,1.33,63.72,75.28,0.8,0.71,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pat,Connaughton,SG,31,196,209,3,69,0.89,1.77,0.75,3.54,0.44,4.87,0.33,0.71,57.4,3.1,57.56,1.77,61.99,66.42,0.62,0.27,64.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ryan,Kalkbrenner,C,24,213,235,3,83,1.17,4.96,0.7,9.23,0.69,1.65,0.39,2.33,4.5,6.03,71.93,1.46,81.65,77.76,0.78,2.62,72.9,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kon,Knueppel,SG,20,202,217,3,69,1.06,2.12,0.8,3.18,0.5,5.05,0.34,0.65,15.1,3.1,65.99,2.2,64.37,73.33,0.65,0.16,64.1,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Antonio,Reeves,SG,24,196,187,3,50,1.44,1.44,0.74,3.96,0.44,3.6,0.35,0.36,46.8,2.16,46.8,1.44,51.8,61.2,0.5,0.14,56.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tidjane,Salaun,PF,19,206,210,3,50,1.32,1.32,0.64,3.64,0.44,2.32,0.3,0.99,39.7,3.64,39.7,1.32,49.7,59.6,0.53,0.46,51.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Anfernee,Simons,SG,26,191,181,4,69,1.77,3.54,0.81,6.64,0.42,6.64,0.35,0.44,67.2,3.1,66.42,3.99,69.12,77.98,0.89,0.17,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Collin,Sexton,PG,26,188,190,4,69,1.77,4.87,0.77,7.97,0.44,3.1,0.31,0.44,65.6,2.66,70.85,3.54,66.42,75.28,0.89,0.17,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Giddey,PG,22,203,205,4,69,2.44,2.44,0.69,6.92,0.44,2.04,0.28,1.63,60.4,6.11,57.02,5.29,69.23,73.33,0.98,0.41,61.9,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Isaac,Okoro,SF,24,196,225,4,69,0.89,2.21,0.69,4.87,0.46,3.1,0.32,1.06,57.4,3.99,57.56,1.77,61.99,72.58,1.06,0.53,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Patrick,Williams,PF,23,201,215,4,69,0.89,2.21,0.74,5.76,0.44,3.1,0.32,1.33,57.4,4.87,57.56,1.77,63.72,75.28,0.89,0.71,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Smith,C,25,208,215,4,69,0.89,2.66,0.69,6.2,0.51,1.77,0.32,2.21,59.0,6.2,53.14,1.33,61.99,72.58,0.71,1.06,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zach,Collins,C,27,211,250,4,69,1.77,3.1,0.74,6.64,0.48,2.21,0.29,1.77,59.0,5.76,48.71,2.21,63.72,70.85,0.71,0.89,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Rob,Dillingham,PG,20,188,175,4,50,1.32,1.66,0.74,3.97,0.42,3.64,0.34,0.33,51.7,1.66,49.7,2.98,53.0,59.6,0.66,0.13,53.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Jones,PG,25,185,185,4,69,0.89,2.21,0.78,5.76,0.46,1.77,0.28,0.44,59.0,2.66,61.99,4.87,75.28,70.85,1.06,0.17,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Leonard,Miller,PF,21,208,215,4,69,1.63,2.04,0.64,5.29,0.46,1.63,0.28,1.63,51.3,5.29,48.92,1.63,61.13,71.71,0.65,0.65,60.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Matas,Buzelis,SF,20,208,210,4,69,1.63,2.04,0.69,4.89,0.44,3.66,0.31,1.22,52.8,4.07,52.92,2.04,63.5,74.95,0.65,0.57,60.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Guerschon,Yabusele,PF,29,203,260,4,69,0.89,2.66,0.69,6.2,0.48,1.77,0.31,1.77,57.4,5.76,53.14,1.77,61.99,66.42,0.71,0.62,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Donovan,Mitchell,SG,28,191,215,5,69,1.77,4.87,0.78,8.41,0.44,6.2,0.33,0.71,72.2,4.43,70.85,4.87,75.28,81.43,1.33,0.27,69.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,James,Harden,PG,35,196,220,5,69,3.54,7.08,0.8,7.97,0.41,6.64,0.32,0.89,73.8,5.31,66.42,7.97,79.7,79.7,1.33,0.44,67.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Evan,Mobley,PF,23,211,215,5,83,1.94,3.89,0.73,9.23,0.53,1.46,0.29,2.43,76.5,8.75,63.18,2.92,77.76,89.42,1.17,1.75,76.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jarrett,Allen,C,26,211,243,5,83,0.97,3.4,0.68,8.26,0.63,0.19,0.1,3.4,72.0,9.23,58.32,1.94,72.9,85.54,0.97,1.65,76.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Max,Strus,SF,28,196,215,5,69,0.89,2.21,0.78,4.87,0.42,6.2,0.34,0.71,61.5,3.99,61.99,2.21,66.42,72.58,0.8,0.36,67.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dennis,Schroder,PG,31,185,172,5,69,1.77,3.1,0.77,6.64,0.43,3.1,0.31,0.44,61.5,2.66,70.85,4.87,70.85,70.85,0.89,0.17,67.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Merrill,SG,28,193,205,5,50,0.72,1.08,0.81,2.52,0.41,4.68,0.37,0.36,51.8,1.8,46.8,1.44,54.0,56.2,0.5,0.14,57.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Larry,Nance Jr.,PF,32,203,245,5,69,0.89,1.77,0.78,4.43,0.51,2.66,0.32,1.33,61.5,5.31,53.14,2.21,70.85,69.12,0.89,0.62,65.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
